Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,3000,179,1791,30000,30000
0,1,30000,33000,179,1791,60000,30000
0,2,60000,63000,179,1791,90000,30000
0,3,90000,93000,179,1791,120000,30000
0,4,120000,123000,179,1791,150000,30000
0,5,150000,153000,179,1791,180000,30000
0,6,180000,183000,179,1791,210000,30000
0,7,210000,213000,179,1791,240000,30000
0,8,240000,243000,179,1791,270000,30000
0,9,270000,273000,179,1791,300000,30000
0,10,300000,303000,179,1791,330000,30000
0,11,330000,333000,179,1791,360000,30000
0,12,360000,363000,179,1791,390000,30000
0,13,390000,393000,179,1791,420000,30000
0,14,420000,423000,179,1791,450000,30000
0,15,450000,453000,179,1791,480000,30000
0,16,480000,483000,179,1791,510000,30000
0,17,510000,513000,179,1791,540000,30000
0,18,540000,543000,179,1791,570000,30000
0,19,570000,573000,179,1791,600000,30000
0,20,600000,603000,179,1791,630000,30000
0,21,630000,633000,179,1791,660000,30000
0,22,660000,663000,179,1791,690000,30000
0,23,690000,693000,179,1791,720000,30000
0,24,720000,723000,179,1791,750000,30000
0,25,750000,753000,179,1791,780000,30000
0,26,780000,783000,179,1791,810000,30000
0,27,810000,813000,179,1791,840000,30000
0,28,840000,843000,179,1791,870000,30000
0,29,870000,873000,179,1791,900000,30000
0,30,900000,903000,179,1791,930000,30000
0,31,930000,933000,179,1791,960000,30000
0,32,960000,963000,179,1791,990000,30000
0,33,990000,993000,179,1791,1020000,30000
0,34,1020000,1023000,179,1791,1050000,30000
0,35,1050000,1053000,179,1791,1080000,30000
0,36,1080000,1083000,179,1791,1110000,30000
0,37,1110000,1113000,179,1791,1140000,30000
0,38,1140000,1143000,179,1791,1170000,30000
0,39,1170000,1173000,179,1791,1200000,30000
0,40,1200000,1203000,179,1791,1230000,30000
0,41,1230000,1233000,179,1791,1260000,30000
0,42,1260000,1263000,179,1791,1290000,30000
0,43,1290000,1293000,179,1791,1320000,30000
0,44,1320000,1323000,179,1791,1350000,30000
0,45,1350000,1353000,179,1791,1380000,30000
0,46,1380000,1383000,179,1791,1410000,30000
0,47,1410000,1413000,179,1791,1440000,30000
0,48,1440000,1443000,179,1791,1470000,30000
0,49,1470000,1473000,179,1791,1500000,30000
0,50,1500000,1503000,179,1791,1530000,30000
0,51,1530000,1533000,179,1791,1560000,30000
0,52,1560000,1563000,179,1791,1590000,30000
0,53,1590000,1593000,179,1791,1620000,30000
0,54,1620000,1623000,179,1791,1650000,30000
0,55,1650000,1653000,179,1791,1680000,30000
0,56,1680000,1683000,179,1791,1710000,30000
0,57,1710000,1713000,179,1791,1740000,30000
0,58,1740000,1743000,179,1791,1770000,30000
0,59,1770000,1773000,179,1791,1800000,30000
0,60,1800000,1803000,179,1791,1830000,30000
0,61,1830000,1833000,179,1791,1860000,30000
0,62,1860000,1863000,179,1791,1890000,30000
0,63,1890000,1893000,179,1791,1920000,30000
0,64,1920000,1923000,179,1791,1950000,30000
0,65,1950000,1953000,179,1791,1980000,30000
0,66,1980000,1983000,179,1791,2010000,30000
0,67,2010000,2013000,179,1791,2040000,30000
0,68,2040000,2043000,179,1791,2070000,30000
0,69,2070000,2073000,179,1791,2100000,30000
0,70,2100000,2103000,179,1791,2130000,30000
0,71,2130000,2133000,179,1791,2160000,30000
0,72,2160000,2163000,179,1791,2190000,30000
0,73,2190000,2193000,179,1791,2220000,30000
0,74,2220000,2223000,179,1791,2250000,30000
0,75,2250000,2253000,179,1791,2280000,30000
0,76,2280000,2283000,179,1791,2310000,30000
0,77,2310000,2313000,179,1791,2340000,30000
0,78,2340000,2343000,179,1791,2370000,30000
0,79,2370000,2373000,179,1791,2400000,30000
0,80,2400000,2403000,179,1791,2430000,30000
0,81,2430000,2433000,179,1791,2460000,30000
0,82,2460000,2463000,179,1791,2490000,30000
0,83,2490000,2493000,179,1791,2520000,30000
0,84,2520000,2523000,179,1791,2550000,30000
0,85,2550000,2553000,179,1791,2580000,30000
0,86,2580000,2583000,179,1791,2610000,30000
0,87,2610000,2613000,179,1791,2640000,30000
0,88,2640000,2643000,179,1791,2670000,30000
0,89,2670000,2673000,179,1791,2700000,30000
0,90,2700000,2703000,179,1791,2730000,30000
0,91,2730000,2733000,179,1791,2760000,30000
0,92,2760000,2763000,179,1791,2790000,30000
0,93,2790000,2793000,179,1791,2820000,30000
0,94,2820000,2823000,179,1791,2850000,30000
0,95,2850000,2853000,179,1791,2880000,30000
0,96,2880000,2883000,179,1791,2910000,30000
0,97,2910000,2913000,179,1791,2940000,30000
