Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,4000,40,405,40000,40000
0,1,40000,44000,40,405,80000,40000
0,2,80000,84000,40,405,120000,40000
0,3,120000,124000,40,405,160000,40000
0,4,160000,164000,40,405,200000,40000
0,5,200000,204000,40,405,240000,40000
0,6,240000,244000,40,405,280000,40000
0,7,280000,284000,40,405,320000,40000
0,8,320000,324000,40,405,360000,40000
0,9,360000,364000,40,405,400000,40000
0,10,400000,404000,40,405,440000,40000
0,11,440000,444000,40,405,480000,40000
0,12,480000,484000,40,405,520000,40000
0,13,520000,524000,40,405,560000,40000
0,14,560000,564000,40,405,600000,40000
0,15,600000,604000,40,405,640000,40000
0,16,640000,644000,40,405,680000,40000
0,17,680000,684000,40,405,720000,40000
0,18,720000,724000,40,405,760000,40000
0,19,760000,764000,40,405,800000,40000
0,20,800000,804000,40,405,840000,40000
0,21,840000,844000,40,405,880000,40000
0,22,880000,884000,40,405,920000,40000
0,23,920000,924000,40,405,960000,40000
0,24,960000,964000,40,405,1000000,40000
0,25,1000000,1004000,40,405,1040000,40000
0,26,1040000,1044000,40,405,1080000,40000
0,27,1080000,1084000,40,405,1120000,40000
0,28,1120000,1124000,40,405,1160000,40000
0,29,1160000,1164000,40,405,1200000,40000
0,30,1200000,1204000,40,405,1240000,40000
0,31,1240000,1244000,40,405,1280000,40000
0,32,1280000,1284000,40,405,1320000,40000
0,33,1320000,1324000,40,405,1360000,40000
0,34,1360000,1364000,40,405,1400000,40000
0,35,1400000,1404000,40,405,1440000,40000
0,36,1440000,1444000,40,405,1480000,40000
0,37,1480000,1484000,40,405,1520000,40000
0,38,1520000,1524000,40,405,1560000,40000
0,39,1560000,1564000,40,405,1600000,40000
0,40,1600000,1604000,40,405,1640000,40000
0,41,1640000,1644000,40,405,1680000,40000
0,42,1680000,1684000,40,405,1720000,40000
0,43,1720000,1724000,40,405,1760000,40000
0,44,1760000,1764000,40,405,1800000,40000
0,45,1800000,1804000,40,405,1840000,40000
0,46,1840000,1844000,40,405,1880000,40000
0,47,1880000,1884000,40,405,1920000,40000
0,48,1920000,1924000,40,405,1960000,40000
0,49,1960000,1964000,40,405,2000000,40000
0,50,2000000,2004000,40,405,2040000,40000
0,51,2040000,2044000,40,405,2080000,40000
0,52,2080000,2084000,40,405,2120000,40000
0,53,2120000,2124000,40,405,2160000,40000
0,54,2160000,2164000,40,405,2200000,40000
0,55,2200000,2204000,40,405,2240000,40000
0,56,2240000,2244000,40,405,2280000,40000
0,57,2280000,2284000,40,405,2320000,40000
0,58,2320000,2324000,40,405,2360000,40000
0,59,2360000,2364000,40,405,2400000,40000
0,60,2400000,2404000,40,405,2440000,40000
0,61,2440000,2444000,40,405,2480000,40000
0,62,2480000,2484000,40,405,2520000,40000
0,63,2520000,2524000,40,405,2560000,40000
0,64,2560000,2564000,40,405,2600000,40000
0,65,2600000,2604000,40,405,2640000,40000
0,66,2640000,2644000,40,405,2680000,40000
0,67,2680000,2684000,40,405,2720000,40000
0,68,2720000,2724000,40,405,2760000,40000
0,69,2760000,2764000,40,405,2800000,40000
0,70,2800000,2804000,40,405,2840000,40000
0,71,2840000,2844000,40,405,2880000,40000
0,72,2880000,2884000,40,405,2920000,40000
0,73,2920000,2924000,40,405,2960000,40000
0,74,2960000,2964000,40,405,3000000,40000
0,75,3000000,3004000,40,405,3040000,40000
0,76,3040000,3044000,40,405,3080000,40000
0,77,3080000,3084000,40,405,3120000,40000
0,78,3120000,3124000,40,405,3160000,40000
0,79,3160000,3164000,40,405,3200000,40000
0,80,3200000,3204000,40,405,3240000,40000
0,81,3240000,3244000,40,405,3280000,40000
0,82,3280000,3284000,40,405,3320000,40000
0,83,3320000,3324000,40,405,3360000,40000
0,84,3360000,3364000,40,405,3400000,40000
0,85,3400000,3404000,40,405,3440000,40000
0,86,3440000,3444000,40,405,3480000,40000
0,87,3480000,3484000,40,405,3520000,40000
0,88,3520000,3524000,40,405,3560000,40000
0,89,3560000,3564000,40,405,3600000,40000
0,90,3600000,3604000,40,405,3640000,40000
0,91,3640000,3644000,40,405,3680000,40000
0,92,3680000,3684000,40,405,3720000,40000
0,93,3720000,3724000,40,405,3760000,40000
0,94,3760000,3764000,40,405,3800000,40000
0,95,3800000,3804000,40,405,3840000,40000
0,96,3840000,3844000,40,405,3880000,40000
0,97,3880000,3884000,40,405,3920000,40000
0,98,3920000,3924000,40,405,3960000,40000
0,99,3960000,3964000,40,405,4000000,40000
0,100,4000000,4004000,40,405,4040000,40000
0,101,4040000,4044000,40,405,4080000,40000
0,102,4080000,4084000,40,405,4120000,40000
0,103,4120000,4124000,40,405,4160000,40000
0,104,4160000,4164000,40,405,4200000,40000
0,105,4200000,4204000,40,405,4240000,40000
0,106,4240000,4244000,40,405,4280000,40000
0,107,4280000,4284000,40,405,4320000,40000
0,108,4320000,4324000,40,405,4360000,40000
0,109,4360000,4364000,40,405,4400000,40000
0,110,4400000,4404000,40,405,4440000,40000
0,111,4440000,4444000,40,405,4480000,40000
